DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,salvage_price,order_cost,material_cost,num_product,sales_price,poi_mean,recourse_cost,total_budget,process_cost,mat_to_prod,num_material,purchase_yield,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",6,-0.026028496871868444,0.1278314288892393,0.264,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",7,0.05449944015051914,0.18346562301506456,0.2,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",8,-0.004605550922873789,0.1479813065443109,0.264,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",9,-0.021037059962689158,0.13867276383038957,0.2,1,0.2,1,0.2,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",0,-0.015395209157832313,0.15591799646872287,0.264,1,0.232,1,0.232,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",1,-0.009684391545449913,0.18655169607174166,0.296,1,0.296,1,0.296,1,0.2,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",2,-0.0353811690301219,0.1486928651373906,0.342,1,0.232,1,0.232,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",3,-0.0,0.13429759810136496,0.232,1,0.232,1,0.2,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",4,-0.022628581681658284,0.1609410526949141,0.296,1,0.296,1,0.264,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",5,-0.005769915550281001,0.22302925048618993,0.547,1,0.467,1,0.3,1,0.236,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",6,-0.03795259468912926,0.12168564553041206,0.232,1,0.2,1,0.2,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",7,0.002244594905520108,0.25519737061638176,0.578,1,0.418,1,0.378,1,0.232,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",8,-0.012174475928029409,0.1663131386106201,0.264,1,0.264,1,0.2,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5419, 0.5419, 0.6435, 0.7641]",20,"[1.1875, 1.1875, 1.4102, 1.6746]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.1523, 2.1523, 2.5559, 3.0351]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",9,-0.01395018616103164,0.23714213682631075,0.418,1,0.418,1,0.378,1,0.264,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",0,-0.02848328499194817,0.23371858325472436,0.423,1,0.423,1,0.383,1,0.268,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",1,-0.02646682890176996,0.18637830518412318,0.419,1,0.419,1,0.338,1,0.2,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",2,-0.0390910757663414,0.1715070453905258,0.338,1,0.338,1,0.296,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",3,-0.04582536374826527,0.12487852404919032,0.232,1,0.2,1,0.2,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",4,-0.0159821478527394,0.1392418250555403,0.264,1,0.2,1,0.2,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",5,-0.0165422438820376,0.1670521921321004,0.264,1,0.264,1,0.264,1,0.2,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",6,-0.046356830888773265,0.1414437624131096,0.296,1,0.264,1,0.232,1,0.2,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",7,0.028242059885987682,0.1983312532681834,0.458,1,0.378,1,0.264,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",8,-0.020236692763772674,0.16148718016023791,0.232,1,0.232,1,0.232,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4838, 0.4838, 0.5291, 0.5788]",20,"[1.075, 1.075, 1.1758, 1.2861]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.6539, 2.6539, 2.9028, 3.1751]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",9,-0.021127424194677388,0.18647715196825126,0.342,1,0.342,1,0.3,1,0.2,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",0,0.00361629347189543,0.17937632190237135,0.264,1,0.264,1,0.2,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",1,-0.008143977421006442,0.17445861336551405,0.296,1,0.296,1,0.264,1,0.2,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",2,-0.009984282697938314,0.13855681932609626,0.232,1,0.232,1,0.2,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",3,-0.024523274857681684,0.1395308673081814,0.2,1,0.2,1,0.2,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",4,0.00714347396769357,0.19792626722308407,0.3,1,0.3,1,0.3,1,0.204,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",5,-0.006542211620873301,0.16978443717964922,0.232,1,0.232,1,0.2,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",6,-0.02608234078733931,0.21669716407340414,0.42,1,0.379,1,0.379,1,0.232,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",7,0.025998996096949174,0.1912100101193051,0.296,1,0.232,1,0.232,1,0.2,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",8,-0.0032865120852188646,0.1712648715720378,0.342,1,0.232,1,0.232,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4747, 0.4747, 0.5399, 0.6142]",20,"[1.0125, 1.0125, 1.1517, 1.3101]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.468, 2.468, 2.8073, 3.1933]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",9,-0.024860079251689652,0.17131082116528545,0.296,1,0.296,1,0.264,1,0.2,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",0,-0.011421318627379724,0.16292175809446363,0.296,1,0.232,1,0.232,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",1,-0.03192626575670491,0.13251460131982665,0.3,1,0.232,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",2,-0.030182318538922233,0.12389616855518383,0.296,1,0.232,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",3,-0.04720742585877266,0.14576339004029287,0.382,1,0.342,1,0.232,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",4,0.016208428290140242,0.2874738423670971,0.232,1,0.232,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",5,-0.006482157590636709,0.13883885009002533,0.296,1,0.2,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",6,-0.024466356650970363,0.12457640609874726,0.232,1,0.232,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",7,0.01905520135600355,0.15608319122267944,0.264,1,0.264,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",8,0.00035867375529730885,0.1650074445688468,0.338,1,0.296,1,0.264,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5379, 0.5379, 0.5648, 0.5931]",20,"[1.0625, 1.0625, 1.1156, 1.1714]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.8262, 1.8262, 1.9175, 2.0134]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",9,-0.02893718317325303,0.11693041634495431,0.232,1,0.232,1,0.2,1,0.136,1
9,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5913, 0.5913, 0.6689, 0.7567]",20,"[1.1, 1.1, 1.2444, 1.4078]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.9594, 1.9594, 2.2166, 2.5077]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",0,-0.016098074557685124,0.13569981960955838,0.264,1,0.264,1,0.2,1,0.136,1
9,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5913, 0.5913, 0.6689, 0.7567]",20,"[1.1, 1.1, 1.2444, 1.4078]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.9594, 1.9594, 2.2166, 2.5077]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",1,-0.02602620031484608,0.1308119784779071,0.232,1,0.232,1,0.2,1,0.136,1
9,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5913, 0.5913, 0.6689, 0.7567]",20,"[1.1, 1.1, 1.2444, 1.4078]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[1.9594, 1.9594, 2.2166, 2.5077]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",2,-0.03882420279021056,0.1203733226396089,0.264,1,0.2,1,0.2,1,0.168,1
