DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,salvage_price,order_cost,material_cost,num_product,sales_price,poi_mean,recourse_cost,total_budget,process_cost,mat_to_prod,num_material,purchase_yield,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.496, 0.496, 0.5394, 0.5866]",20,"[1.15, 1.15, 1.2506, 1.3601]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.7672, 2.7672, 3.0093, 3.2726]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",8,-0.007897976073562409,0.15336977311613098,0.268,1,0.268,1,0.2,1,0.168,1
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.496, 0.496, 0.5394, 0.5866]",20,"[1.15, 1.15, 1.2506, 1.3601]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.7672, 2.7672, 3.0093, 3.2726]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",9,-0.019562645257056366,0.14421516765113654,0.3,1,0.2,1,0.2,1,0.168,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",0,-0.012061541292173216,0.251395761874748,0.504,1,0.424,1,0.424,1,0.232,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",1,-0.01723862347752117,0.21950303303351446,0.379,1,0.379,1,0.338,1,0.232,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",2,-0.016671109275425578,0.20978289448334683,0.383,1,0.383,1,0.296,1,0.232,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",3,-0.03669852111735816,0.2245936571047483,0.498,1,0.458,1,0.378,1,0.232,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",4,-0.01827870027497662,0.24085055705678632,0.498,1,0.498,1,0.418,1,0.232,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",5,-0.0070805445499269115,0.26643266091216633,0.498,1,0.498,1,0.458,1,0.232,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",6,-0.028296619538469358,0.19735725592301012,0.338,1,0.338,1,0.296,1,0.232,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",7,-0.002197209514965102,0.2707039835954461,0.502,1,0.502,1,0.422,1,0.236,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",8,0.006820121009923392,0.3352698085411956,0.669,1,0.619,1,0.539,1,0.338,1
3,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.4933, 0.4933, 0.5797, 0.6811]",20,"[1.025, 1.025, 1.2044, 1.4151]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.5625, 2.5625, 3.0109, 3.5379]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",9,-0.0067641442628386195,0.3057358972936684,0.618,1,0.578,1,0.418,1,0.338,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",0,-0.007528053471447944,0.14247874803220292,0.2,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",1,-0.010629786299115675,0.13885844548727286,0.2,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",2,-0.018905476887814614,0.1306102269898915,0.2,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",3,-0.0,0.1365772534545771,0.232,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",4,0.018216935951350585,0.16893428542577008,0.2,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.5215, 0.5215, 0.5248, 0.5281]",20,"[1.175, 1.175, 1.1824, 1.1899]",3,"[12.0, 12.0, 12.0]","[15.0, 15.0, 15.0]","[2.3133, 2.3133, 2.3279, 2.3425]",600,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",4,"[0.9, 0.9, 0.9, 0.9]",5,-0.0031337189240035197,0.1615789237978886,0.296,1,0.2,1,0.2,1,0.168,1
