DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,poi_mean,num_product,process_cost,mat_to_prod,order_cost,material_cost,purchase_yield,num_material,total_budget,salvage_price,sales_price,recourse_cost,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5215, 0.5215, 0.5248, 0.5281]","[12.0, 12.0, 12.0]","[2.3133, 2.3133, 2.3279, 2.3425]",6,-0.013721559718680503,0.14356034850660396,0.264,1,0.264,1,0.232,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5215, 0.5215, 0.5248, 0.5281]","[12.0, 12.0, 12.0]","[2.3133, 2.3133, 2.3279, 2.3425]",7,-0.027244820773295143,0.12260715668716902,0.2,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5215, 0.5215, 0.5248, 0.5281]","[12.0, 12.0, 12.0]","[2.3133, 2.3133, 2.3279, 2.3425]",8,-0.034916012455475966,0.12426451028073907,0.264,1,0.2,1,0.2,1,0.168,1
4,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5215, 0.5215, 0.5248, 0.5281]","[12.0, 12.0, 12.0]","[2.3133, 2.3133, 2.3279, 2.3425]",9,-0.019327550155969767,0.1297618347210835,0.2,1,0.2,1,0.2,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",0,-0.004041366615090115,0.18679455373570517,0.338,1,0.338,1,0.296,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",1,-0.007676441551199411,0.18572707799861718,0.296,1,0.296,1,0.264,1,0.2,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",2,-0.021787622598522363,0.15278145887030015,0.296,1,0.232,1,0.232,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",3,-0.016366605428271192,0.14148797241575392,0.232,1,0.232,1,0.2,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",4,0.012856726355574137,0.18960680886019038,0.338,1,0.338,1,0.264,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",5,-0.03005394460172586,0.18387581286123342,0.338,1,0.338,1,0.296,1,0.232,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",6,-0.011308373124889547,0.14168824568787322,0.232,1,0.232,1,0.2,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",7,-0.01785573823667278,0.2237300581447701,0.418,1,0.418,1,0.378,1,0.232,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",8,-0.025035237824051496,0.15809801637564563,0.296,1,0.296,1,0.232,1,0.168,1
5,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5419, 0.5419, 0.6435, 0.7641]","[12.0, 12.0, 12.0]","[2.1523, 2.1523, 2.5559, 3.0351]",9,-1.6107094501145492e-05,0.2194621064937208,0.379,1,0.379,1,0.338,1,0.264,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",0,-0.004774772212577696,0.22850726944549332,0.419,1,0.379,1,0.379,1,0.264,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",1,-0.01579339775928193,0.1522360664983049,0.232,1,0.232,1,0.232,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",2,-0.0,0.16326264664874332,0.264,1,0.264,1,0.232,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",3,-0.003813648849960995,0.1473843005881722,0.232,1,0.232,1,0.2,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",4,-0.001255809000235893,0.2113637158282852,0.677,1,0.2,1,0.2,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",5,-0.025426273215237237,0.16355513408022873,0.338,1,0.338,1,0.296,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",6,-0.006002542997262091,0.21776249010616522,0.499,1,0.459,1,0.379,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",7,-0.018812836705810066,0.14360383178133,0.296,1,0.296,1,0.2,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",8,-0.017349587180287906,0.16091606361279878,0.232,1,0.232,1,0.232,1,0.168,1
6,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4838, 0.4838, 0.5291, 0.5788]","[12.0, 12.0, 12.0]","[2.6539, 2.6539, 2.9028, 3.1751]",9,0.008683102557321286,0.19588592557216483,0.338,1,0.338,1,0.296,1,0.2,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",0,-0.001957007307515814,0.15674028504156323,0.264,1,0.264,1,0.2,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",1,-0.00857640586201139,0.17409243416772233,0.296,1,0.296,1,0.264,1,0.2,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",2,-0.01939747077310999,0.14589113499483938,0.232,1,0.232,1,0.2,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",3,0.005910627657335959,0.16303117354276792,0.2,1,0.2,1,0.2,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",4,0.012535653756139051,0.20214705865279622,0.3,1,0.3,1,0.3,1,0.204,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",5,-0.026870329744043443,0.13719634106832634,0.232,1,0.232,1,0.2,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",6,0.0005584217444562174,0.2635083631741184,0.54,1,0.5,1,0.46,1,0.232,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",7,-0.011369060763839244,0.17924555459093355,0.296,1,0.296,1,0.264,1,0.2,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",8,-0.00851898951332457,0.17862872235422633,0.296,1,0.296,1,0.264,1,0.168,1
7,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.4747, 0.4747, 0.5399, 0.6142]","[12.0, 12.0, 12.0]","[2.468, 2.468, 2.8073, 3.1933]",9,0.0012123314256247057,0.17575197175712634,0.264,1,0.264,1,0.2,1,0.168,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",0,0.003813003794221013,0.1510318732030817,0.264,1,0.232,1,0.232,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",1,-0.0184925231079365,0.1533385785112532,0.338,1,0.296,1,0.232,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",2,-0.04346582895555482,0.12217023484004913,0.232,1,0.232,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",3,-0.01889289809862807,0.15937726766121985,0.382,1,0.342,1,0.3,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",4,0.004031798966630647,0.16013621929552413,0.232,1,0.232,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",5,-0.01571245475808324,0.13281889439201422,0.296,1,0.2,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",6,0.0049794854091479435,0.14788309478150302,0.232,1,0.232,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",7,0.02495491190175496,0.15235884092387542,0.264,1,0.2,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",8,-0.020168972555401735,0.14504075499414698,0.296,1,0.296,1,0.2,1,0.136,1
8,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5379, 0.5379, 0.5648, 0.5931]","[12.0, 12.0, 12.0]","[1.8262, 1.8262, 1.9175, 2.0134]",9,-0.007905273868173303,0.1347652781919324,0.232,1,0.232,1,0.2,1,0.136,1
9,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5913, 0.5913, 0.6689, 0.7567]","[12.0, 12.0, 12.0]","[1.9594, 1.9594, 2.2166, 2.5077]",0,0.006713579649337194,0.15409307263361116,0.264,1,0.264,1,0.2,1,0.168,1
9,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5913, 0.5913, 0.6689, 0.7567]","[12.0, 12.0, 12.0]","[1.9594, 1.9594, 2.2166, 2.5077]",1,-0.015119530526462342,0.1333061012123909,0.232,1,0.232,1,0.2,1,0.136,1
9,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5913, 0.5913, 0.6689, 0.7567]","[12.0, 12.0, 12.0]","[1.9594, 1.9594, 2.2166, 2.5077]",2,-0.03779827020621625,0.12204825306593352,0.264,1,0.2,1,0.2,1,0.168,1
9,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[15.0, 15.0, 15.0]",3,"[0.1, 0.1, 0.1]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]",20,"[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",4,600,"[0.5913, 0.5913, 0.6689, 0.7567]","[12.0, 12.0, 12.0]","[1.9594, 1.9594, 2.2166, 2.5077]",3,-0.01399663092787742,0.1402374463983626,0.264,1,0.2,1,0.2,1,0.168,1
