         245311425 function calls (244947111 primitive calls) in 213.903 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
3163/3162    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2564(get_matrix)
      293    0.001    0.000    0.045    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:589(_get_tick2line)
     7464    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\function_base.py:1624(_extract_dispatcher)
     1811    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:1228(set_markeredgewidth)
     4449    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:1151(set_text)
      118    0.001    0.000    0.001    0.000 {built-in method _imp.source_hash}
     3280    0.001    0.000    0.012    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\_methods.py:44(_any)
      378    0.001    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\tkinter\__init__.py:1513(_register)
     3306    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
      251    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.update_path_extents}
   133/23    0.001    0.000    0.094    0.004 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\offsetbox.py:337(draw)
     2330    0.001    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2057(transform)
     1811    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:1038(set_antialiased)
     7536    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\function_base.py:1680(_place_dispatcher)
     1329    0.001    0.000    0.003    0.000 {built-in method builtins.all}
     1858    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:400(height)
     3822    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\stats\_distn_infrastructure.py:876(_get_support)
       52    0.001    0.000    0.793    0.015 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:1219(draw)
      479    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2681(__init__)
      293    0.001    0.000    0.024    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:559(_get_text2)
     1417    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
     1676    0.001    0.000    0.016    0.000 <__array_function__ internals>:2(round_)
     1287    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:1037(set_zorder)
      210    0.001    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\collections.py:729(_set_edgecolor)
     9316    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:727(get_size_in_points)
      963    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:376(intervalx)
      537    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1532(transform_path_non_affine)
     2167    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backend_bases.py:920(set_foreground)
      301    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\ma\core.py:2782(__new__)
      665    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\offsetbox.py:133(_get_aligned_offsets)
      712    0.001    0.000    0.001    0.000 {built-in method nt._path_splitroot}
   474/40    0.001    0.000    1.144    0.029 {built-in method builtins.__import__}
     7012    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:888(get_agg_filter)
       67    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
      850    0.001    0.000    0.104    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
      108    0.001    0.000    0.031    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\spines.py:161(get_window_extent)
      568    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:197(_set_labelrotation)
      308    0.001    0.000    0.009    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:1330(update_from)
     1908    0.001    0.000    0.019    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:597(viewLim)
      144    0.001    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\ticker.py:2103(_validate_steps)
     1229    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:933(set_color)
     2862    0.001    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:1115(set_y)
      878    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:3037(ndim)
     3131    0.001    0.000    0.009    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\_methods.py:28(_amax)
      645    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
     1274    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\numerictypes.py:654(<listcomp>)
      954    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:385(intervaly)
     1942    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\scale.py:117(get_transform)
      275    0.001    0.000    0.023    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:444(_get_text2)
     1676    0.001    0.000    0.011    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:3130(around)
       75    0.001    0.000    0.009    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\__init__.py:990(_combine_masks)
     7907    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:1800(_nonzero_dispatcher)
     1737    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\__init__.py:1860(_str_lower_equal)
     7721    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:679(get_family)
1884/1524    0.001    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2319(_invalidate_internal)
     1455    0.001    0.000    0.007    0.000 {method 'min' of 'numpy.ndarray' objects}
     1411    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:746(set_family)
      193    0.001    0.000    0.046    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:759(compile)
      750    0.001    0.000    0.010    0.000 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\wrapper_base.py:122(compute_area_under_curve)
     2406    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:1104(set_x)
      394    0.001    0.000    0.019    0.000 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\rng\mrg32k3a.py:212(__init__)
      289    0.001    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\collections.py:254(_prepare_points)
     1170    0.001    0.000    0.015    0.000 <__array_function__ internals>:2(column_stack)
     2202    0.001    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2194(get_affine)
     1183    0.001    0.000    0.001    0.000 {method 'view' of 'numpy.generic' objects}
     7012    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:868(get_rasterized)
      379    0.001    0.000    0.062    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:267(get_tightbbox)
     2860    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\__init__.py:1850(_str_equal)
      293    0.001    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:748(get_yaxis_text1_transform)
     1519    0.001    0.000    0.017    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backend_bases.py:655(new_gc)
      696    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
     2698    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:1903(shape)
     1676    0.001    0.000    0.013    0.000 <__array_function__ internals>:2(around)
     1482    0.001    0.000    0.008    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:301(set_label1)
      275    0.001    0.000    0.234    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:1938(_get_tick)
     1229    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:1227(set_usetex)
      304    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\__init__.py:138(connect)
      606    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2408(__init__)
     1238    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:949(set_horizontalalignment)
     1574    0.001    0.000    0.011    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:673(__eq__)
      275    0.001    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:672(get_xaxis_text1_transform)
     1229    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:240(set_rotation_mode)
      257    0.001    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\tkinter\__init__.py:1468(_options)
      424    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:2477(ptp)
     7721    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:691(get_style)
      293    0.001    0.000    0.224    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:2225(_get_tick)
     1689    0.001    0.000    0.023    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:1350(is_alias)
     1196    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap>:376(cached)
  485/157    0.001    0.000    0.103    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\offsetbox.py:326(get_extent)
      108    0.001    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\pathlib.py:64(parse_parts)
     1021    0.001    0.000    0.013    0.000 <__array_function__ internals>:2(broadcast_arrays)
     7052    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
        1    0.001    0.001    0.001    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\stats\_continuous_distns.py:6005(pearson3_gen)
     1212    0.001    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2249(get_matrix)
      473    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\function_base.py:2031(__init__)
     3545    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\enum.py:631(__new__)
      696    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:58(__init__)
      450    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\ma\core.py:3687(filled)
     1811    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:1213(set_markeredgecolor)
      286    0.001    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\overrides.py:72(verify_matching_signatures)
      551    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     2353    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       12    0.001    0.000    0.018    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:1250(get_aliases)
       54    0.001    0.000    0.356    0.007 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:1178(get_tightbbox)
     1482    0.001    0.000    0.008    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:314(set_label2)
      293    0.001    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:774(get_yaxis_text2_transform)
     5181    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\path.py:197(vertices)
      615    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2451(get_matrix)
       63    0.001    0.000    0.176    0.003 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backends\_backend_tk.py:547(_Button)
      637    0.001    0.000    0.042    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:1021(get_path)
       32    0.001    0.000    0.004    0.000 {built-in method builtins.eval}
     9370    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:2551(kind)
     1676    0.001    0.000    0.014    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:3590(round_)
      193    0.001    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:536(_compile_info)
     7721    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:704(get_weight)
     4018    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:586(<genexpr>)
        9    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\figure.py:2399(<listcomp>)
     7270    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:2671(_amin_dispatcher)
       19    0.001    0.000    0.016    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_axes.py:5043(fill_between)
     1017    0.001    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\fromnumeric.py:2324(all)
     1021    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\stride_tricks.py:262(<listcomp>)
      981    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:953(_get_markerfacecolor)
      303    0.001    0.000    0.001    0.000 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\wrapper_base.py:233(<listcomp>)
      343    0.001    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:986(__init__)
     1665    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2154(<lambda>)
      848    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\ticker.py:2015(closeto)
      706    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\markers.py:240(__bool__)
      304    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\weakref.py:44(__new__)
     1007    0.001    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
      660    0.001    0.000    0.279    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
     6756    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     2822    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:940(_normalize_font_family)
     7721    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:698(get_variant)
        9    0.001    0.000    0.509    0.057 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\figure.py:2354(get_tightbbox)
      670    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:923(set_alpha)
     7721    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:713(get_stretch)
     2548    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\stats\_distn_infrastructure.py:864(_argcheck)
     5163    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\text.py:856(get_text)
     3298    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1689(<lambda>)
      424    0.001    0.000    0.046    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\ticker.py:257(format_ticks)
     1461    0.001    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:1562(convert_units)
