DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,order_cost,mat_to_prod,sales_price,num_material,salvage_price,purchase_yield,recourse_cost,process_cost,material_cost,num_product,poi_mean,total_budget,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N),Initial Solution,Initial Objective Function Value,Optimal Solution,Optimal Objective Function Value,problem_dp,solver_dp
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,1,1.050104538,0.980943479,inf,0,0.134,1,0.134,1,0.118,1,"(20, 20, 20, 20)",210.1985003,"(0.01, 0.01, 75.3917, 0.01)",229.1124952,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,2,0.019331145,0.11856829,0.166,1,0.166,1,0.116,1,0.1,1,"(20, 20, 20, 20)",247.4780003,"(49.5372, 78.9429, 120.112, 35.1438)",355.8656192,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,3,0.005238294,0.145464759,0.2638,1,0.2638,1,0.17,1,0.118,1,"(20, 20, 20, 20)",277.3220003,"(48.313, 74.7164, 114.9475, 44.8816)",357.5986023,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,4,0.004889862,0.152058827,0.3456,1,0.116,1,0.116,1,0.1,1,"(20, 20, 20, 20)",243.2155003,"(46.5082, 73.3202, 123.5772, 39.9677)",357.6414486,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,5,0.00692225,0.536243887,0.695,1,0.12,1,0.12,1,0.052,1,"(20, 20, 20, 20)",221.0045003,"(48.1444, 75.709, 122.1903, 38.572)",357.391528,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,6,0.00687212,0.109855015,0.132,1,0.132,1,0.116,1,0.1,1,"(20, 20, 20, 20)",214.4610003,"(45.025, 71.1471, 122.7531, 44.9291)",357.3976925,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,7,0.007957241,0.119357994,0.2836,1,0.166,1,0.116,1,0.1,1,"(20, 20, 20, 20)",219.0230003,"(45.0832, 68.9713, 120.4216, 36.222)",357.2642563,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,8,0.001032748,0.1222386,0.166,1,0.166,1,0.166,1,0.1,1,"(20, 20, 20, 20)",267.4080003,"(48.224, 73.0183, 117.7044, 41.4243)",358.1157539,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.5644, 0.5644, 0.5644, 0]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,9,0.00876518,0.098338415,0.241,1,0.084,1,0.084,1,0.084,1,"(20, 20, 20, 20)",222.8905003,"(43.9645, 68.3914, 124.197, 41.4724)",357.1649048,9b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,0,0.054685758,0.258785859,0.6208,1,0.148,1,0.068,1,0.052,1,"(20, 20, 20, 20)",236.4213337,"(63.2174, 91.8293, 130.3984, 46.342)",391.1435381,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,1,0.000335674,0.107129234,0.3048,1,0.2406,1,0.068,1,0.052,1,"(20, 20, 20, 20)",215.5879337,"(48.9775, 76.3445, 122.6944, 45.9443)",399.8916998,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,2,0.007119069,0.069433611,0.152,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",250.1197337,"(51.4091, 76.9944, 120.9945, 39.3862)",398.799848,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,3,0.007174505,0.320881759,0.62,1,0.5462,1,0.068,1,0.052,1,"(20, 20, 20, 20)",278.1313337,"(51.6495, 81.488, 126.4017, 44.127)",398.790925,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,4,0.004729875,0.414686749,0.9022,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",246.7167337,"(48.3849, 81.4229, 126.1109, 45.252)",399.1844114,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,5,1.026014648,0.62074917,0.168,1,0.116,1,0.068,1,0.052,1,"(20, 20, 20, 20)",224.8963337,"(0.01, 4.8802, 225.031, 0.01)",234.798941,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,6,0.005773991,0.081355157,0.3278,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",218.9909337,"(45.8027, 72.5533, 123.2372, 48.1606)",399.016351,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,7,0.054529972,0.122794288,0.455,1,0.084,1,0.084,1,0.084,1,"(20, 20, 20, 20)",223.9957337,"(60.3507, 78.0595, 143.2137, 39.265)",391.1686135,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,8,0.002617404,0.069412175,0.2036,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",269.4377337,"(52.3581, 76.0195, 119.5877, 45.0015)",399.5244337,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 10]",4,"[0.44, 0.4565, 0.4736, 0]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,9,0.007882676,0.200599018,0.166,1,0.166,1,0.068,1,0.052,1,"(20, 20, 20, 20)",228.0567337,"(46.0098, 72.5097, 128.279, 46.9365)",398.6769381,25b,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,0,1.241553376,0.822430585,inf,0,inf,0,0.068,1,0.052,1,"(20, 20, 20, 20)",295.6073333,"(0.01, 167.4937, 0.01, 0.01)",239.3206669,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,1,0.000965457,0.115839906,0.338,1,0.255,1,0.068,1,0.052,1,"(20, 20, 20, 20)",252.0397778,"(48.2521, 74.7788, 121.0619, 49.2148)",502.567457,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,2,0.530617445,1.037113073,inf,0,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",286.8938222,"(49.5423, 0.01, 128.6781, 118.7618)",390.1778525,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,3,0.006590389,0.08462833,0.2814,1,0.1,1,0.1,1,0.068,1,"(20, 20, 20, 20)",243.3262667,"(50.3919, 80.6017, 117.0784, 48.0601)",501.3738736,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,4,0.001753648,0.090079442,0.347,1,0.148,1,0.068,1,0.052,1,"(20, 20, 20, 20)",269.4668,"(47.839, 76.2485, 118.34, 50.2877)",502.4002067,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,5,0.002402176,0.109096547,0.243,1,0.148,1,0.148,1,0.052,1,"(20, 20, 20, 20)",278.1803111,"(49.1953, 76.7549, 123.3181, 47.9632)",502.2625923,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,6,0.24732593,0.234279085,0.2036,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",295.6073333,"(60.4494, 155.8342, 127.2783, 35.739)",450.2909494,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,7,0.010070913,0.07415236,0.182,1,0.182,1,0.068,1,0.052,1,"(20, 20, 20, 20)",260.7532889,"(47.3713, 72.3554, 123.3409, 55.6169)",500.6353231,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,8,0.006350439,0.073585676,0.1838,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",347.8884,"(50.0412, 76.3066, 113.8286, 50.8853)",501.4247898,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.675, 0.7172, 0.762, 0.8096]","[1, 1, 1, 1]","[2.25, 2.3906, 2.54, 2.6988]","[0.1, 0.1, 0.1]","[1.2, 1.275, 1.3547, 1.4394]",3,"[20, 25, 15]",1200,9,0.008370395,0.086138472,0.1838,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",313.0343556,"(44.4851, 70.0099, 125.9037, 47.7147)",500.9961649,5c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,0,0.522570776,0.748647979,inf,0,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",414.6812667,"(35.1429, 79.23, 200.6453, 9.1462)",467.6282928,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,1,0.915481669,0.638398911,inf,0,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",328.0501444,"(0.01, 166.0762, 144.9856, 0.01)",420.3393225,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,2,0.866465501,0.182131766,0.148,1,0.148,1,0.084,1,0.084,1,"(20, 20, 20, 20)",416.8808889,"(69.9881, 229.2074, 78.8345, 47.6079)",426.2386858,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,3,0.058314864,0.200396517,0.5358,1,0.4848,1,0.084,1,0.084,1,"(20, 20, 20, 20)",386.0955333,"(47.973, 87.8738, 128.3599, 50.9152)",523.5040254,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,4,0.001153829,0.102446928,0.3182,1,0.1998,1,0.162,1,0.052,1,"(20, 20, 20, 20)",385.9961667,"(47.3239, 74.4585, 116.1229, 47.1876)",530.3836679,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,5,0.035074057,0.097220872,0.168,1,0.168,1,0.084,1,0.084,1,"(20, 20, 20, 20)",378.6954111,"(51.2104, 78.9917, 125.482, 38.4368)",526.3011833,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,6,0.036372894,0.131693784,0.2212,1,0.084,1,0.084,1,0.084,1,"(20, 20, 20, 20)",395.764,"(37.6851, 72.8714, 116.0166, 55.1593)",526.1448613,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,7,1.145202069,0.817670524,0.118,1,0.118,1,0.084,1,0.084,1,"(20, 20, 20, 20)",348.9628889,"(0.01, 7.9287, 48.322, 0.01)",392.6912186,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,8,0.878383669,0.952653344,inf,0,0.5132,1,0.45,1,0.052,1,"(20, 20, 20, 20)",521.2404667,"(0.01, 0.01, 103.86, 0.01)",424.8042692,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.5644, 0.5644, 0.5644, 0.5644]","[1, 1, 1, 1]","[1.8141, 1.8141, 1.8141, 1.8141]","[0.1, 0.1, 0.1]","[1.075, 1.075, 1.075, 1.075]",3,"[20, 25, 15]",1200,9,0.008182958,0.081529456,0.084,1,0.084,1,0.084,1,0.052,1,"(20, 20, 20, 20)",425.1717222,"(43.7511, 67.668, 121.3177, 45.6914)",529.5376739,9c,0a
8,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.44, 0.4565, 0.4736, 0.4914]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,0,0.024149745,0.212879023,0.4346,1,0.3608,1,0.068,1,0.052,1,"(20, 20, 20, 20)",409.9761,"(50.9346, 80.5626, 135.3752, 56.3678)",565.1659049,25c,0a
8,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.44, 0.4565, 0.4736, 0.4914]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,1,0.00840492,0.829794956,0.8838,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",329.5198,"(52.9396, 78.9121, 126.4178, 53.9082)",567.7297002,25c,0a
8,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,0,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]",4,"[0.44, 0.4565, 0.4736, 0.4914]","[1, 1, 1, 1]","[1.7, 1.7638, 1.8299, 1.8985]","[0.1, 0.1, 0.1]","[0.8, 0.83, 0.8611, 0.8934]",3,"[20, 25, 15]",1200,2,0.005307716,0.065331335,0.134,1,0.134,1,0.068,1,0.052,1,"(20, 20, 20, 20)",412.1758,"(52.687, 80.5115, 121.7783, 49.4979)",568.2340307,25c,0a
