DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,material_cost,mat_to_prod,salvage_price,order_cost,poi_mean,process_cost,purchase_yield,sales_price,total_budget,recourse_cost,num_product,num_material,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
61,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8875, 0.8875, 0.9375, 0.9902]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3661, 0.3661, 0.3867, 0.4085]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.6363, 1.6363, 1.7285, 1.8258]",3,4,5,0.010033434964545349,0.22304618065187742,0.459,1,0.419,1,0.338,1,0.2,1
61,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8875, 0.8875, 0.9375, 0.9902]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3661, 0.3661, 0.3867, 0.4085]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.6363, 1.6363, 1.7285, 1.8258]",3,4,6,-0.02797018368647146,0.20638200172952803,0.418,1,0.418,1,0.338,1,0.2,1
61,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8875, 0.8875, 0.9375, 0.9902]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3661, 0.3661, 0.3867, 0.4085]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.6363, 1.6363, 1.7285, 1.8258]",3,4,7,0.023049800206150214,0.24720375875164335,0.624,1,0.459,1,0.419,1,0.2,1
61,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8875, 0.8875, 0.9375, 0.9902]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3661, 0.3661, 0.3867, 0.4085]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.6363, 1.6363, 1.7285, 1.8258]",3,4,8,0.001362925863401161,0.2596067318094691,0.673,1,0.583,1,0.423,1,0.2,1
61,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8875, 0.8875, 0.9375, 0.9902]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3661, 0.3661, 0.3867, 0.4085]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.6363, 1.6363, 1.7285, 1.8258]",3,4,9,-0.026420931512964388,0.20199631693460826,0.418,1,0.418,1,0.338,1,0.2,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,0,0.06666284023937319,0.27589591882585945,inf,0,0.378,1,0.338,1,0.232,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,1,0.013397471700699519,0.2890145643744782,0.673,1,0.583,1,0.463,1,0.232,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,2,-0.008382914432315683,0.24573208717794476,0.538,1,0.458,1,0.378,1,0.232,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,3,0.14556748340576797,0.5584922189318989,inf,0,inf,0,0.871,1,0.542,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,4,0.018241980498709166,0.2709608455364459,0.543,1,0.458,1,0.418,1,0.264,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,5,0.022153589364781838,0.2717252797188478,0.623,1,0.543,1,0.378,1,0.232,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,6,-0.009675463192581665,0.22901835881734972,0.458,1,0.378,1,0.338,1,0.232,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,7,0.01967370778186846,0.2544883269685447,0.458,1,0.418,1,0.378,1,0.232,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,8,0.01310041317646002,0.25755017046362394,0.538,1,0.458,1,0.378,1,0.232,1
62,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.9625, 0.9625, 1.125, 1.3149]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.4692, 0.4692, 0.5484, 0.641]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.2258, 2.2258, 2.6015, 3.0406]",3,4,9,0.007131538963112861,0.24926106026703107,0.498,1,0.418,1,0.378,1,0.264,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,0,-0.008183433809494638,0.23361496558336747,0.499,1,0.419,1,0.379,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,1,-0.02493454453515034,0.21984847288467896,0.458,1,0.418,1,0.338,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,2,-0.017399756108441224,0.22271406496476534,0.458,1,0.418,1,0.338,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,3,-0.034290640794904806,0.26863326502081186,0.673,1,0.623,1,0.463,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,4,0.015719003709544786,0.2850907610632867,0.722,1,0.623,1,0.463,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,5,0.006106777126357304,0.23661711887884707,0.458,1,0.418,1,0.378,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,6,-0.028499423851961452,0.21571396523319847,0.418,1,0.418,1,0.338,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,7,0.02098709096626122,0.2478846300793045,0.458,1,0.418,1,0.378,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,8,-0.001983142464817473,0.23071074673481956,0.419,1,0.419,1,0.338,1,0.232,1
63,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.8625, 0.8625, 0.9326, 1.0084]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3666, 0.3666, 0.3964, 0.4286]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.8328, 1.8328, 1.9818, 2.1429]",3,4,9,-0.02952048280704324,0.24930273740639802,0.618,1,0.538,1,0.338,1,0.232,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,0,0.00013872844104997404,0.22216896346445456,0.458,1,0.418,1,0.338,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,1,-0.026982348697151534,0.24592411115835772,0.673,1,0.583,1,0.423,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,2,0.02183863796733286,0.24813792043397875,0.673,1,0.543,1,0.338,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,3,0.045720737582630566,0.24185394303751412,0.538,1,0.458,1,0.338,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,4,0.051211942154358744,0.2698067125445259,inf,0,0.623,1,0.423,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,5,0.0031391823701523765,0.21705279905172858,0.419,1,0.419,1,0.338,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,6,-0.03177904765389919,0.20125623442439128,0.419,1,0.379,1,0.338,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,7,0.029974895805581873,0.24212234235320046,0.584,1,0.419,1,0.338,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,8,0.0006338214324797781,0.21457882023824285,0.419,1,0.419,1,0.338,1,0.2,1
64,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.95, 0.95, 1.1044, 1.2838]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.3979, 0.3979, 0.4625, 0.5377]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.5734, 1.5734, 1.8291, 2.1264]",3,4,9,-0.02759514184379726,0.2009777810089863,0.418,1,0.418,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,0,0.011453728131101432,0.23430109004755467,0.503,1,0.418,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,1,-0.026306039197079627,0.20793289315939595,0.458,1,0.418,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,2,-0.02755463653191006,0.20911117286297892,0.458,1,0.418,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,3,-0.042315464525801136,0.20216582576669398,0.458,1,0.418,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,4,0.01225388780873966,0.22746453178876436,0.458,1,0.418,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,5,3.47272723710953e-05,0.22091933879016196,0.458,1,0.418,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,6,-0.014136047087486545,0.21180228987850164,0.418,1,0.418,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,7,0.030941255576732083,0.2431715450469312,0.498,1,0.458,1,0.378,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,8,-0.0008563669758527518,0.22395002127783686,0.458,1,0.458,1,0.338,1,0.2,1
65,True,0.5,0.7,1.1,0.3,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[0.875, 0.875, 0.9406, 1.0112]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.35, 0.35, 0.3763, 0.4045]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[1.668, 1.668, 1.7931, 1.9275]",3,4,9,-0.02478958576051373,0.2739777789268089,0.716,1,0.668,1,0.498,1,0.2,1
66,True,0.1,0.6,1.3,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[1.2, 1.2, 1.2226, 1.2455]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.525, 0.525, 0.5349, 0.5449]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.325, 2.325, 2.3687, 2.4132]",3,4,0,-0.003613464577672237,0.17342707461520823,0.296,1,0.264,1,0.264,1,0.168,1
66,True,0.1,0.6,1.3,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[1.2, 1.2, 1.2226, 1.2455]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.525, 0.525, 0.5349, 0.5449]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.325, 2.325, 2.3687, 2.4132]",3,4,1,-0.020845991352676365,0.15862316953507452,0.264,1,0.264,1,0.232,1,0.2,1
66,True,0.1,0.6,1.3,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[1.2, 1.2, 1.2226, 1.2455]","[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.525, 0.525, 0.5349, 0.5449]",20,"[15.0, 15.0, 15.0]","[0.1, 0.1, 0.1]","[0.9, 0.9, 0.9, 0.9]","[12.0, 12.0, 12.0]",600,"[2.325, 2.325, 2.3687, 2.4132]",3,4,2,-0.02158899612575436,0.16825455324352684,0.338,1,0.338,1,0.232,1,0.168,1
