DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,recourse_cost,material_cost,sales_price,order_cost,salvage_price,process_cost,poi_mean,total_budget,mat_to_prod,purchase_yield,num_material,num_product,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N),problem_dp,solver_dp
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,0,0.006670225,0.189300314,0.268,1,0.2,1,0.2,1,0.168,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,1,0.00351411,0.170191251,0.264,1,0.264,1,0.232,1,0.2,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,2,0.001473727,0.147840674,0.232,1,0.2,1,0.2,1,0.168,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,3,0.031096153,0.178784767,0.463,1,0.2,1,0.2,1,0.168,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,4,0.01110275,0.16821659,0.338,1,0.264,1,0.232,1,0.136,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,5,0.004893427,0.148852057,0.268,1,0.2,1,0.2,1,0.168,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,6,0.004958014,0.147395659,0.268,1,0.2,1,0.2,1,0.168,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,7,0.013211522,0.166754643,0.268,1,0.232,1,0.232,1,0.168,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,8,0.003510446,0.20158655,0.378,1,0.378,1,0.338,1,0.2,1,0,default
0,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1391, 2.5669, 3.0803, 3.6963]","[0.925, 1.11, 1.332, 1.5984]","[6, 12, 20]",0,"[0.4394, 0.5272, 0.6327, 0.7592]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,9,0.019587448,0.18346365,0.342,1,0.342,1,0.2,1,0.168,1,0,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,0,0.004738952,0.165055676,0.264,1,0.264,1,0.232,1,0.168,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,1,0.004893219,0.153029532,0.264,1,0.2,1,0.2,1,0.168,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,2,0.004419377,0.150201976,0.232,1,0.2,1,0.2,1,0.168,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,3,0.029702037,0.169005002,0.264,1,0.264,1,0.2,1,0.168,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,4,0.017815496,0.16584586,0.383,1,0.2,1,0.2,1,0.136,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,5,0.003662243,0.152480863,0.264,1,0.2,1,0.2,1,0.168,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,6,0.002000401,0.147689005,0.264,1,0.2,1,0.2,1,0.168,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,7,0.022987581,0.163860236,0.264,1,0.2,1,0.2,1,0.168,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,8,0.014300523,0.16056175,0.264,1,0.264,1,0.2,1,0.168,1,1,default
1,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.9594, 2.0573, 2.1602, 2.2682]","[0.825, 0.8662, 0.9096, 0.955]","[6, 12, 20]",0,"[0.4228, 0.444, 0.4662, 0.4895]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,9,0.016700803,0.188708305,0.379,1,0.296,1,0.2,1,0.168,1,1,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,0,0.004688955,0.144889794,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,1,0.002412742,0.13931966,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,2,0.011892238,0.148072844,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,3,0.022941778,0.164006113,0.338,1,0.2,1,0.2,1,0.136,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,4,0.022789298,0.170800218,0.232,1,0.232,1,0.2,1,0.136,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,5,0.031376444,0.155178458,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,6,0.008902129,0.142795742,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,7,0.026824217,0.161362125,0.3,1,0.2,1,0.2,1,0.136,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,8,0.006119505,0.153002481,0.2,1,0.2,1,0.2,1,0.168,1,2,default
2,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.3281, 1.4443, 1.5707, 1.7082]","[0.85, 0.9244, 1.0053, 1.0932]","[6, 12, 20]",0,"[0.3825, 0.416, 0.4524, 0.4919]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,9,0.018065095,0.159979669,0.2,1,0.2,1,0.2,1,0.136,1,2,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,0,0.00847364,0.159303387,0.2,1,0.2,1,0.2,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,1,3.58E-05,0.143503122,0.2,1,0.2,1,0.2,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,2,0.008921246,0.150027155,0.2,1,0.2,1,0.2,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,3,0.03199375,0.190164555,0.232,1,0.232,1,0.232,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,4,0.018941427,0.161903212,0.264,1,0.2,1,0.2,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,5,0.011009016,0.150678055,0.2,1,0.2,1,0.2,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,6,0.010967998,0.152044954,0.2,1,0.2,1,0.2,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,7,0.019083991,0.161550437,0.2,1,0.2,1,0.2,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,8,0.017207926,0.167377624,0.342,1,0.2,1,0.2,1,0.168,1,3,default
3,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[1.5859, 1.7842, 2.0072, 2.2581]","[0.875, 0.9844, 1.1074, 1.2458]","[6, 12, 20]",0,"[0.525, 0.5906, 0.6645, 0.7475]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,9,0.021467077,0.165490094,0.264,1,0.2,1,0.2,1,0.168,1,3,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,0,0.007904123,0.164943652,0.232,1,0.2,1,0.2,1,0.136,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,1,0.00131721,0.147932071,0.2,1,0.2,1,0.2,1,0.168,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,2,0.010386453,0.147448691,0.2,1,0.2,1,0.2,1,0.168,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,3,0.020732315,0.169474254,0.383,1,0.2,1,0.2,1,0.168,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,4,0.021588595,0.185634599,0.264,1,0.264,1,0.264,1,0.2,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,5,0.013801066,0.172528109,0.264,1,0.264,1,0.264,1,0.136,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,6,0.000656239,0.154453065,0.268,1,0.268,1,0.2,1,0.168,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,7,0.041948939,0.250004566,0.338,1,0.338,1,0.296,1,0.232,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,8,0.01398023,0.165746849,0.268,1,0.268,1,0.2,1,0.168,1,4,default
4,TRUE,0.1,0.8,1.5,0.5,4,TRUE,TRUE,0.1,"[20, 20, 20, 20]",1000,"[2.1312, 2.5309, 3.0054, 3.5689]","[1.1, 1.3063, 1.5512, 1.842]","[6, 12, 20]",0,"[0.4675, 0.5552, 0.6592, 0.7829]","[0.1, 0.1, 0.1]","[20, 25, 15]",600,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[1, 1, 1, 1]",4,3,9,0.020000852,0.177907293,0.459,1,0.232,1,0.232,1,0.168,1,4,default
