DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,poi_mean,material_cost,purchase_yield,process_cost,mat_to_prod,sales_price,salvage_price,num_material,order_cost,total_budget,num_product,recourse_cost,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N),problem_dp,solver_dp
1,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",7,0.0232212449915909,0.1640592522075734,0.264,1,0.2,1,0.2,1,0.168,1,1,default
1,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",8,0.0072034814454501,0.1623157431034607,0.342,1,0.232,1,0.2,1,0.168,1,1,default
1,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",9,0.0169828830893116,0.1750018864847708,0.418,1,0.338,1,0.2,1,0.168,1,1,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",0,0.0028040868836816,0.1440843730063968,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",1,0.0033886806337196,0.1436050019354758,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",2,0.0170530943412636,0.1508469763457946,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",3,0.0294584601634782,0.1738733252440902,0.459,1,0.2,1,0.2,1,0.136,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",4,0.0373608209243268,0.1696506933730938,0.232,1,0.232,1,0.2,1,0.136,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",5,0.0298205787539978,0.1527404973985364,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",6,0.0124397970691529,0.1427161030253875,0.2,1,0.2,1,0.2,1,0.136,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",7,0.0477655254880687,0.1665965962531913,0.232,1,0.2,1,0.2,1,0.136,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",8,0.0053231145280162,0.15218601321743,0.2,1,0.2,1,0.2,1,0.168,1,2,default
2,True,0.1,0.8,1.5,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",9,0.0103026097966449,0.1600921334946413,0.2,1,0.2,1,0.2,1,0.136,1,2,default
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",0,0.9025493129726264,0.3178917493845167,inf,0,0.678,1,0.136,1,0.104,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",1,0.3559000520534428,0.9883313993160802,inf,0,inf,0,0.136,1,0.104,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",2,0.0593153102841977,0.149420383388073,0.473,1,0.276,1,0.136,1,0.104,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",3,0.0300842482174311,0.1482650621382528,0.3,1,0.3,1,0.136,1,0.104,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",4,0.0156153622900748,0.1437654174459319,0.272,1,0.272,1,0.136,1,0.104,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",5,0.0204960286509784,0.2228024741577129,0.672,1,0.672,1,0.2,1,0.136,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",6,0.0505042056332235,0.3613132740952174,inf,0,0.825,1,0.136,1,0.104,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",7,0.0292789251833176,0.1883899196480821,0.675,1,0.338,1,0.2,1,0.136,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",8,1.0820646103329488,0.6384803839077893,0.276,1,0.276,1,0.136,1,0.104,1,0,1
3,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",9,0.0132961244477416,0.1697042372833866,0.46,1,0.46,1,0.2,1,0.136,1,0,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",0,0.0033156458405682,0.180536303455756,0.674,1,0.544,1,0.136,1,0.104,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",1,0.0817532221334784,0.1921552662318983,0.54,1,0.296,1,0.296,1,0.104,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",2,0.0574303855447542,0.3748942098542178,inf,0,0.2,1,0.2,1,0.136,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",3,0.227713564562611,0.452435401958267,inf,0,inf,0,0.136,1,0.104,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",4,0.0522345048996977,0.2048639906460025,0.821,1,0.543,1,0.296,1,0.104,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",5,1.0322950870293712,0.698098781024056,inf,0,0.542,1,0.2,1,0.104,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",6,0.0136180490248647,0.1585379828798846,0.51,1,0.232,1,0.232,1,0.104,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",7,0.0586599909197727,0.2201157227173273,inf,0,0.622,1,0.379,1,0.136,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",8,0.0642850018303069,0.1583855243675768,0.504,1,0.2,1,0.2,1,0.104,1,1,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",9,0.0096412101566227,0.1870551987248135,0.626,1,0.501,1,0.296,1,0.104,1,1,1
