DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,num_product,mat_to_prod,order_cost,sales_price,material_cost,salvage_price,total_budget,purchase_yield,poi_mean,recourse_cost,num_material,process_cost,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N),Initial Solution,Initial Objective Function Value,Optimal Solution,Optimal Objective Function Value,problem_dp,solver_dp
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",0,0.024265351,0.080555724,0.1838,1,0.116,1,0.068,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(48.986, 80.3356, 125.2091, 47.305)",317.7150715,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",1,0.006821494,0.069320711,0.132,1,0.132,1,0.068,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(50.8546, 79.1733, 116.1301, 42.8134)",320.9822978,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",2,0.012896868,0.075923374,0.168,1,0.168,1,0.068,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(47.0869, 79.6279, 116.4825, 34.6198)",319.844383,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",3,0.004058747,0.074966303,0.148,1,0.148,1,0.1,1,0.068,1,"(20, 20, 20, 20)",135.9381485,"(48.1141, 74.761, 116.0696, 44.2999)",321.499759,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",4,0.007361262,0.078498575,0.2428,1,0.132,1,0.068,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(48.2554, 78.6337, 120.8556, 41.1953)",320.8811995,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",5,0.006185598,0.069717326,0.166,1,0.166,1,0.068,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(49.9181, 73.9468, 118.314, 44.9035)",321.1014009,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",6,0.008914611,0.072536083,0.1,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(45.6606, 73.2195, 117.7601, 45.5435)",320.590258,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",7,0.010903801,0.074001685,0.132,1,0.132,1,0.068,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(49.8955, 74.9184, 107.1185, 34.3473)",320.2176835,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",8,0.013158481,0.081440144,0.2036,1,0.116,1,0.116,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(51.8864, 79.4983, 119.9439, 37.9941)",319.7953831,5b,0a
3,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",9,0.002323116,0.067803676,0.2014,1,0.116,1,0.068,1,0.052,1,"(20, 20, 20, 20)",135.9381485,"(47.8753, 75.618, 118.7188, 41.3442)",321.824842,5b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",0,0.024662335,0.103624905,0.15,1,0.15,1,0.1,1,0.1,1,"(20, 20, 20, 20)",233.0020003,"(48.9094, 74.5872, 126.0178, 48.5994)",355.1480708,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",1,0.007252041,0.123339613,0.2616,1,0.134,1,0.134,1,0.118,1,"(20, 20, 20, 20)",210.1985003,"(45.1776, 73.5127, 123.6546, 44.4351)",357.2878902,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",2,0.008484624,0.118064109,0.166,1,0.166,1,0.116,1,0.1,1,"(20, 20, 20, 20)",247.4780003,"(48.7943, 75.7454, 119.2492, 36.3464)",357.136399,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",3,0.002834266,0.144450678,0.2638,1,0.2638,1,0.17,1,0.118,1,"(20, 20, 20, 20)",277.3220003,"(49.1853, 74.2654, 115.953, 41.5849)",357.8308586,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",4,0.009188768,0.107183109,0.132,1,0.116,1,0.116,1,0.1,1,"(20, 20, 20, 20)",243.2155003,"(45.81, 74.9055, 125.8856, 40.2034)",357.0498559,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",5,0.001646642,0.070987994,0.2076,1,0.12,1,0.12,1,0.052,1,"(20, 20, 20, 20)",221.0045003,"(45.8608, 71.2158, 117.1413, 44.4005)",357.9768239,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",6,0.006358652,0.109395826,0.132,1,0.132,1,0.116,1,0.1,1,"(20, 20, 20, 20)",214.4610003,"(45.025, 71.1471, 122.7531, 44.9291)",357.3976925,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",7,0.006085957,0.117259631,0.2836,1,0.166,1,0.116,1,0.1,1,"(20, 20, 20, 20)",219.0230003,"(46.3934, 70.696, 121.1314, 36.2318)",357.4312082,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",8,0.001119148,0.113504583,0.166,1,0.166,1,0.166,1,0.1,1,"(20, 20, 20, 20)",267.4080003,"(46.67, 73.5766, 114.3795, 42.0196)",358.0416559,9b,0a
4,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",9,0.014677378,0.099923951,0.241,1,0.084,1,0.084,1,0.084,1,"(20, 20, 20, 20)",222.8905003,"(45.2263, 68.2762, 126.9951, 44.3691)",356.3752761,9b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",0,0.047362176,0.103581961,0.241,1,0.241,1,0.068,1,0.052,1,"(20, 20, 20, 20)",236.4213337,"(51.246, 78.3484, 139.7592, 54.7105)",392.3454402,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",1,0.001363537,0.0745346,0.166,1,0.166,1,0.068,1,0.052,1,"(20, 20, 20, 20)",215.5879337,"(49.2154, 78.0099, 122.0222, 46.2239)",399.750473,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",2,0.007268636,0.06957349,0.152,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",250.1197337,"(51.4091, 76.9944, 120.9945, 39.3862)",398.799848,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",3,0.009586463,0.095632764,0.4722,1,0.2738,1,0.068,1,0.052,1,"(20, 20, 20, 20)",278.1313337,"(50.7277, 84.89, 122.69, 45.413)",398.4267156,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",4,0.005267333,0.080951046,0.2598,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",246.7167337,"(48.1561, 77.955, 128.413, 42.6577)",399.1220253,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",5,0.006494611,0.074569257,0.168,1,0.116,1,0.068,1,0.052,1,"(20, 20, 20, 20)",224.8963337,"(49.8777, 77.9336, 128.7008, 46.8562)",398.9244535,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",6,0.005634191,0.078647786,0.3278,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",218.9909337,"(45.2898, 74.3431, 124.0957, 48.054)",399.0629671,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",7,0.002842213,0.085052816,0.1858,1,0.084,1,0.084,1,0.084,1,"(20, 20, 20, 20)",223.9957337,"(49.3048, 72.3715, 124.2471, 42.3675)",399.5124302,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",8,0.004459218,0.069107132,0.2036,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",269.4377337,"(52.3835, 77.7269, 120.3885, 42.3412)",399.2521187,25b,0a
5,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",9,0.010628965,0.074933322,0.166,1,0.166,1,0.068,1,0.052,1,"(20, 20, 20, 20)",228.0567337,"(46.4846, 72.5484, 129.5342, 48.2231)",398.2588898,25b,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",0,0.012805342,0.089434608,0.2836,1,0.148,1,0.068,1,0.052,1,"(20, 20, 20, 20)",295.6073333,"(48.2913, 75.542, 127.6161, 54.7493)",500.0550903,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",1,0.000819282,0.082046307,0.257,1,0.162,1,0.068,1,0.052,1,"(20, 20, 20, 20)",252.0397778,"(48.2132, 75.596, 121.6032, 47.5449)",502.5984748,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",2,0.00634989,0.074231308,0.1858,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",286.8938222,"(51.8309, 78.7301, 120.9237, 48.6951)",501.4249064,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",3,0.007261607,0.074202972,0.1836,1,0.1,1,0.1,1,0.068,1,"(20, 20, 20, 20)",243.3262667,"(51.1368, 80.2387, 121.642, 47.4373)",501.2314444,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",4,0.012270717,0.089900248,0.347,1,0.148,1,0.068,1,0.052,1,"(20, 20, 20, 20)",269.4668,"(47.2587, 79.3604, 128.0088, 51.5877)",500.1685354,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",5,0.001210729,0.066618245,0.132,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",278.1803111,"(48.4365, 73.1328, 122.1826, 48.7074)",502.5154115,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",6,0.006021481,0.077055007,0.2036,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",295.6073333,"(45.5446, 72.717, 119.9792, 53.4675)",501.494593,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",7,0.011827372,0.077174749,0.182,1,0.182,1,0.068,1,0.052,1,"(20, 20, 20, 20)",260.7532889,"(48.0588, 69.4103, 123.8352, 55.1337)",500.2626109,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",8,0.007474845,0.074945436,0.1838,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",347.8884,"(49.7463, 78.5782, 115.4674, 51.9095)",501.1861962,5c,0a
6,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",9,0.009142972,0.072151538,0.2016,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",313.0343556,"(46.6262, 71.6624, 128.6274, 48.7543)",500.8322277,5c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",0,0.023788714,0.087437229,0.2034,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",414.6812667,"(48.7715, 73.0675, 126.3455, 53.6673)",527.6866879,9c,0a
7,TRUE,0.225,0.9,2.625,0.65,10,TRUE,TRUE,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",1,0.00289027,0.075941289,0.1858,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",328.0501444,"(48.1161, 74.2078, 119.6338, 46.2059)",530.2025131,9c,0a
