DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,num_product,mat_to_prod,order_cost,sales_price,material_cost,salvage_price,total_budget,purchase_yield,poi_mean,recourse_cost,num_material,process_cost,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N),Initial Solution,Initial Objective Function Value,Optimal Solution,Optimal Objective Function Value
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",0,0.02466233522609303,0.10362490481293517,0.15,1,0.15,1,0.1,1,0.1,1,"(20, 20, 20, 20)",233.00200033,"(48.9094, 74.5872, 126.0178, 48.5994)",355.1480708494811
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",1,0.007252040588307771,0.12333961272552241,0.2616,1,0.134,1,0.134,1,0.118,1,"(20, 20, 20, 20)",210.19850033,"(45.1776, 73.5127, 123.6546, 44.4351)",357.28789020455616
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",2,0.008484624106964489,0.11806410887279495,0.166,1,0.166,1,0.116,1,0.1,1,"(20, 20, 20, 20)",247.47800033,"(48.7943, 75.7454, 119.2492, 36.3464)",357.1363990250649
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",3,0.0028342661089958004,0.14445067812310436,0.2638,1,0.2638,1,0.17,1,0.118,1,"(20, 20, 20, 20)",277.32200033,"(49.1853, 74.2654, 115.953, 41.5849)",357.8308585766521
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",4,0.009188768021656678,0.1071831086639759,0.132,1,0.116,1,0.116,1,0.1,1,"(20, 20, 20, 20)",243.21550033,"(45.81, 74.9055, 125.8856, 40.2034)",357.04985593037503
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",5,0.001646642462847968,0.07098799435724827,0.2076,1,0.12,1,0.12,1,0.052,1,"(20, 20, 20, 20)",221.0045003300001,"(45.8608, 71.2158, 117.1413, 44.4005)",357.97682394469683
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",6,0.006358652270647245,0.10939582568518354,0.132,1,0.132,1,0.116,1,0.1,1,"(20, 20, 20, 20)",214.46100033,"(45.025, 71.1471, 122.7531, 44.9291)",357.3976924596874
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",7,0.006085956966433841,0.1172596306055339,0.2836,1,0.166,1,0.116,1,0.1,1,"(20, 20, 20, 20)",219.02300033,"(46.3934, 70.696, 121.1314, 36.2318)",357.43120818714254
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",8,0.0011191480308732715,0.11350458312926495,0.166,1,0.166,1,0.166,1,0.1,1,"(20, 20, 20, 20)",267.40800032999994,"(46.67, 73.5766, 114.3795, 42.0196)",358.04165586274974
4,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",9,0.014677377674236212,0.09992395128240703,0.241,1,0.084,1,0.084,1,0.084,1,"(20, 20, 20, 20)",222.89050032999995,"(45.2263, 68.2762, 126.9951, 44.3691)",356.3752761250711
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",0,0.047362176283905114,0.10358196055775425,0.241,1,0.241,1,0.068,1,0.052,1,"(20, 20, 20, 20)",236.42133366327,"(51.246, 78.3484, 139.7592, 54.7105)",392.34544021271927
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",1,0.0013635366707960399,0.0745345999249443,0.166,1,0.166,1,0.068,1,0.052,1,"(20, 20, 20, 20)",215.58793366327,"(49.2154, 78.0099, 122.0222, 46.2239)",399.75047301878993
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",2,0.007268636468897955,0.06957349019633952,0.152,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",250.11973366326998,"(51.4091, 76.9944, 120.9945, 39.3862)",398.7998479982273
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",3,0.009586463208706151,0.09563276423195761,0.4722,1,0.2738,1,0.068,1,0.052,1,"(20, 20, 20, 20)",278.13133366327,"(50.7277, 84.89, 122.69, 45.413)",398.4267155927599
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",4,0.0052673327822294795,0.08095104568195513,0.2598,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",246.71673366326996,"(48.1561, 77.955, 128.413, 42.6577)",399.12202534041256
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",5,0.006494610905973668,0.07456925674877343,0.168,1,0.116,1,0.068,1,0.052,1,"(20, 20, 20, 20)",224.89633366327007,"(49.8777, 77.9336, 128.7008, 46.8562)",398.9244535242689
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",6,0.005634191255337202,0.07864778586606405,0.3278,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",218.99093366327003,"(45.2898, 74.3431, 124.0957, 48.054)",399.0629670932253
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",7,0.0028422128492064515,0.08505281637717263,0.1858,1,0.084,1,0.084,1,0.084,1,"(20, 20, 20, 20)",223.99573366327002,"(49.3048, 72.3715, 124.2471, 42.3675)",399.512430204855
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",8,0.004459217972667705,0.06910713163384415,0.2036,1,0.118,1,0.068,1,0.052,1,"(20, 20, 20, 20)",269.43773366326997,"(52.3835, 77.7269, 120.3885, 42.3412)",399.25211868069846
5,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 10]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",9,0.010628964846237925,0.07493332201636026,0.166,1,0.166,1,0.068,1,0.052,1,"(20, 20, 20, 20)",228.05673366326994,"(46.4846, 72.5484, 129.5342, 48.2231)",398.25888978549176
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",0,0.012805342336070166,0.08943460755953672,0.2836,1,0.148,1,0.068,1,0.052,1,"(20, 20, 20, 20)",295.60733333333326,"(48.2913, 75.542, 127.6161, 54.7493)",500.0550903466835
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",1,0.0008192817313540601,0.0820463068579635,0.257,1,0.162,1,0.068,1,0.052,1,"(20, 20, 20, 20)",252.03977777777777,"(48.2132, 75.596, 121.6032, 47.5449)",502.5984747642656
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",2,0.006349889552519633,0.07423130807804236,0.1858,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",286.8938222222223,"(51.8309, 78.7301, 120.9237, 48.6951)",501.42490638212547
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",3,0.007261606672389296,0.07420297194689021,0.1836,1,0.1,1,0.1,1,0.068,1,"(20, 20, 20, 20)",243.3262666666667,"(51.1368, 80.2387, 121.642, 47.4373)",501.23144439387164
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",4,0.012270716542289457,0.08990024822661502,0.347,1,0.148,1,0.068,1,0.052,1,"(20, 20, 20, 20)",269.46680000000003,"(47.2587, 79.3604, 128.0088, 51.5877)",500.16853536902926
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",5,0.0012107293456778882,0.06661824490546071,0.132,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",278.18031111111117,"(48.4365, 73.1328, 122.1826, 48.7074)",502.51541146303555
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",6,0.0060214812399004775,0.0770550072500256,0.2036,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",295.60733333333326,"(45.5446, 72.717, 119.9792, 53.4675)",501.4945930466991
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",7,0.011827372052199721,0.07717474885949498,0.182,1,0.182,1,0.068,1,0.052,1,"(20, 20, 20, 20)",260.7532888888889,"(48.0588, 69.4103, 123.8352, 55.1337)",500.26261093771706
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",8,0.007474845064115484,0.07494543559096567,0.1838,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",347.88839999999993,"(49.7463, 78.5782, 115.4674, 51.9095)",501.1861962326423
6,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.2, 1.275, 1.3547, 1.4394]","[0.675, 0.7172, 0.762, 0.8096]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[2.25, 2.3906, 2.54, 2.6988]",4,"[0.1, 0.1, 0.1]",9,0.009142972325715763,0.07215153767230897,0.2016,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",313.0343555555555,"(46.6262, 71.6624, 128.6274, 48.7543)",500.8322276500015
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",0,0.023788714458296646,0.08743722876093879,0.2034,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",414.68126666666655,"(48.7715, 73.0675, 126.3455, 53.6673)",527.6866878879024
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",1,0.0028902702629551766,0.07594128882059568,0.1858,1,0.1,1,0.1,1,0.052,1,"(20, 20, 20, 20)",328.0501444444444,"(48.1161, 74.2078, 119.6338, 46.2059)",530.2025131016827
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",2,0.012006701934428633,0.09842756310473419,0.148,1,0.148,1,0.084,1,0.084,1,"(20, 20, 20, 20)",416.88088888888893,"(49.6422, 77.7913, 114.259, 42.1706)",529.1050463025077
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",3,0.002280789448520617,0.0895458186021536,0.2598,1,0.148,1,0.084,1,0.084,1,"(20, 20, 20, 20)",386.0955333333334,"(47.8737, 75.1848, 115.6499, 45.9963)",530.2758844582266
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",4,0.00767675968608054,0.09476480563810015,0.3182,1,0.1998,1,0.162,1,0.052,1,"(20, 20, 20, 20)",385.99616666666674,"(46.6116, 74.767, 123.2214, 48.1859)",529.6262993575574
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",5,0.0013037514732411777,0.09087806154312421,0.168,1,0.168,1,0.084,1,0.084,1,"(20, 20, 20, 20)",378.69541111111107,"(45.631, 72.253, 119.195, 45.9236)",530.3935035857585
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",6,0.010417477351255913,0.08964350221874372,0.2034,1,0.084,1,0.084,1,0.084,1,"(20, 20, 20, 20)",395.76399999999995,"(44.3616, 68.7487, 121.0245, 50.8287)",529.2963625191281
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",7,0.00313822045075643,0.08205737460153795,0.118,1,0.118,1,0.084,1,0.084,1,"(20, 20, 20, 20)",348.9628888888888,"(47.6103, 70.0208, 112.0451, 45.3448)",530.1726640216076
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",8,0.003065820858200468,0.10049153340929907,0.2816,1,0.2816,1,0.132,1,0.052,1,"(20, 20, 20, 20)",521.2404666666666,"(44.2414, 70.2624, 113.8074, 47.58)",530.1813797288017
7,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[1.075, 1.075, 1.075, 1.075]","[0.5644, 0.5644, 0.5644, 0.5644]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.8141, 1.8141, 1.8141, 1.8141]",4,"[0.1, 0.1, 0.1]",9,0.008493253225674412,0.0669197170919338,0.084,1,0.084,1,0.084,1,0.052,1,"(20, 20, 20, 20)",425.1717222222222,"(42.301, 68.2382, 118.5418, 48.152)",529.528007110795
8,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0.4914]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",0,0.03398962894161157,0.0913743283469094,0.18,1,0.18,1,0.068,1,0.052,1,"(20, 20, 20, 20)",409.97610000000003,"(51.134, 80.2471, 139.5452, 57.6972)",563.5636358138203
8,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0.4914]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",1,0.0003434129573062914,0.07108117944186167,0.257,1,0.1,1,0.068,1,0.052,1,"(20, 20, 20, 20)",329.51980000000003,"(49.27, 78.3311, 122.1634, 47.8295)",569.0423888170274
8,True,0.225,0.9,2.625,0.65,10,True,True,0.1,"[20, 20, 20, 20]",5000,3,"[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]",0,"[6, 12, 20]","[0.8, 0.83, 0.8611, 0.8934]","[0.44, 0.4565, 0.4736, 0.4914]",1200,"[1, 1, 1, 1]","[20, 25, 15]","[1.7, 1.7638, 1.8299, 1.8985]",4,"[0.1, 0.1, 0.1]",2,0.006359949356136378,0.06428776210937173,0.134,1,0.134,1,0.068,1,0.052,1,"(20, 20, 20, 20)",412.17580000000004,"(52.0538, 81.1954, 120.9943, 52.2405)",568.0626912225231
