solver,problem,mrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,0,155.1968265,176.499161,209.3647137,259.7617987,320.985954,312.1558053,344.2106091,350.3578531,355.0663786,355.7479678,356.1979396,356.1725674,355.5761792,350.5648942,350.5648942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,1,155.1968265,176.5369842,210.1272816,262.7176101,323.1133672,339.4222679,344.0886342,355.3726815,356.2951737,357.2318404,357.503692,357.0357701,357.500999,357.500999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,2,155.1968265,176.4695545,208.7681766,255.8110294,317.9257408,314.5058474,352.2031563,353.8343098,356.9196329,355.9180025,355.8170564,356.640808,356.640808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,3,155.1968265,176.3890577,208.1568337,251.2005214,312.7116457,308.448939,348.7073367,355.4859641,355.8144093,355.3270758,355.6547764,355.152694,355.137254,356.2492341,356.3951396,355.9445763,355.9085782,356.2875864,356.2875864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,4,155.1968265,176.4221283,208.4521456,256.7082323,318.7402965,343.2514945,355.6507142,354.5778735,356.2459436,355.874136,356.3043333,356.0983466,355.9773008,356.9529114,356.9529114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,5,155.1968265,176.515091,209.3250263,257.1143144,316.9523355,309.472892,348.1453498,354.9867012,357.6755857,357.1267809,357.7239947,357.7255479,357.2241307,357.5109578,357.5109578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,6,155.1968265,176.6035022,210.416942,264.4663362,323.8449888,341.3792697,353.9223685,354.7894051,356.3846324,354.9847603,356.0784804,355.9075295,356.6246027,356.8138226,356.8138226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,7,155.1968265,176.6821791,211.5322939,268.6397575,319.4923548,355.935687,355.4999058,356.8950667,357.4642333,357.317026,357.5780378,357.5780378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,8,155.1968265,176.594199,210.3734297,264.2746427,322.2525446,339.6297347,353.9704039,355.5648361,356.1893525,356.3213767,357.059345,356.8921917,356.8921917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,9,155.1968265,176.6607058,211.0310523,265.7870846,326.3619618,340.3532097,344.3924966,355.1062539,352.3259738,353.6130663,356.8406251,356.7232951,356.0938757,356.283355,356.354381,356.354381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,0,246.622314,257.5427863,275.4887182,312.6218691,366.3567815,361.3706316,371.9772975,381.3664079,375.1743495,379.8782956,380.8454497,380.1861794,379.7899953,380.180534,379.3416124,379.3416124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,1,246.622314,257.5427863,284.3887004,336.2116749,356.2237435,383.2710077,383.2472095,382.9522614,383.2749924,383.2588944,383.0466527,382.6439812,383.3174501,383.2254685,383.2254685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,2,246.622314,257.5427863,275.5369142,313.9407696,365.2401865,364.0868989,378.3917117,379.8818971,382.077691,381.0357891,382.0534932,381.8640399,382.4420016,382.2415753,382.329173,382.329173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,3,246.622314,257.544766,284.6268328,337.1569664,345.0099798,376.1800642,377.4793219,381.07047,383.0292685,382.3721248,383.0589372,381.6968956,382.3376253,382.4799896,383.2398101,383.2398101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,4,246.622314,257.5446972,275.5666231,313.3812437,366.415208,377.7185681,382.4814174,381.6560054,382.1529563,381.7534104,381.6560054,381.6560054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,5,246.622314,257.5427863,284.5965956,337.158498,356.1598131,365.1403143,381.2199756,382.6425972,382.6831447,383.3099168,383.3148907,383.4912909,383.4656984,383.3336398,383.3336398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,6,246.622314,257.5427863,284.5838634,336.684131,345.9739327,373.9742839,382.3337285,378.4225526,381.2201661,382.1277894,382.5456138,382.5456138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,7,246.622314,257.5427854,275.5424568,314.1362167,370.0010372,375.1977598,381.8424417,382.7715434,382.3743133,381.7943615,381.4710581,381.4642932,381.4642932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,8,246.622314,257.5427854,275.5242503,312.7013848,367.4196332,364.5091849,378.3448477,383.0551917,380.3216555,382.2357895,382.0244079,381.5085759,381.8992566,382.2788299,382.2788299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_9a,9,246.622314,257.5427863,275.5122936,313.1534522,368.2900776,373.3420502,375.5039725,382.3859162,381.4408892,382.9056292,381.1688368,381.7904227,382.2060069,382.1992169,381.3387493,381.3387493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,0,248.8669343,261.1683592,292.3731814,358.116508,395.9977867,407.880358,422.4643392,420.9252459,420.3338686,420.9543571,421.4454462,420.5419551,416.0593159,417.7623377,417.728149,417.728149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,1,248.8669343,261.1683592,292.2535353,357.9832631,395.6251991,416.3799163,421.8322478,422.8442757,422.6629578,422.5168536,422.9478321,422.9478321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,2,248.8669343,261.1683592,281.7145749,328.9438239,400.1969579,416.7661861,422.244735,422.0719244,422.0719244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,3,248.8669343,261.1692844,292.3938918,358.6514647,404.4623069,418.9133315,418.7212138,420.2941371,418.4541745,419.4795244,419.8479909,421.0292177,419.8517986,419.9163549,421.5848656,421.2836222,422.1831665,422.6710592,422.6710592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_25a,4,248.8669343,261.1659786,292.4327882,358.4349984,394.6734109,394.6339662,408.7768332,405.6883948,421.8020993,419.7392902,422.0780972,421.8550018,421.8550018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
