DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,order_cost,mat_to_prod,process_cost,num_material,salvage_price,poi_mean,sales_price,material_cost,purchase_yield,total_budget,num_product,recourse_cost,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",8,-0.007562061185342733,0.346723374472508,0.2,1,0.2,1,0.2,1,0.136,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",9,0.03675911327593304,0.19893399443106188,0.42,1,0.2,1,0.2,1,0.136,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",0,1.1789427120134062,0.4127740544777418,0.499,1,0.499,1,0.418,1,0.168,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",1,0.002378858650870036,0.14425285272786365,0.338,1,0.2,1,0.2,1,0.136,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",2,-0.024160836675536018,0.16685400734329134,0.342,1,0.342,1,0.3,1,0.172,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",3,-0.015742490150608766,0.17878596656072335,0.504,1,0.383,1,0.2,1,0.136,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",4,-0.012986867008166854,0.20016087799801863,0.264,1,0.264,1,0.264,1,0.168,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",5,0.01294912492362288,0.27121764936425313,0.236,1,0.236,1,0.168,1,0.136,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",6,0.016388031764532417,0.25923456546431256,0.46,1,0.296,1,0.296,1,0.264,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",7,0.1206780474138634,0.20843800524007447,0.342,1,0.342,1,0.264,1,0.168,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",8,-0.015151791537278404,0.12492921080571907,0.268,1,0.268,1,0.168,1,0.136,1
5,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5419, 0.5419, 0.6435, 0.7641]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1875, 1.1875, 1.4102, 1.6746]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.1523, 2.1523, 2.5559, 3.0351]",9,0.007332774017007958,0.17617783866605263,0.232,1,0.232,1,0.232,1,0.136,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",0,0.010991613754399903,0.26671100825131594,0.972,1,0.204,1,0.204,1,0.136,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",1,0.185319774532328,0.23927380110068333,0.626,1,0.461,1,0.2,1,0.104,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",2,-0.04039469433875634,0.10250584145319741,0.268,1,0.236,1,0.168,1,0.104,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",3,0.39943046582695724,0.432457765317068,0.626,1,0.268,1,0.268,1,0.2,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",4,0.07020120271253061,0.32784418427608003,0.2,1,0.2,1,0.2,1,0.168,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",5,0.14508679237574326,0.19195081330594327,0.338,1,0.338,1,0.232,1,0.168,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",6,0.003824677604445316,0.1499807004596744,0.268,1,0.268,1,0.2,1,0.104,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",7,0.23632747952134722,0.37254140725493046,0.581,1,0.581,1,0.168,1,0.104,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",8,0.0020767563476185333,0.23376946286169312,0.54,1,0.338,1,0.264,1,0.2,1
6,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4838, 0.4838, 0.5291, 0.5788]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.075, 1.075, 1.1758, 1.2861]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.6539, 2.6539, 2.9028, 3.1751]",9,0.023230392740614076,0.20030855868086456,0.427,1,0.236,1,0.236,1,0.104,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",0,0.24443399271528368,0.32329604952485425,0.54,1,0.379,1,0.379,1,0.232,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",1,-0.009123633390472731,0.22767500064314738,0.232,1,0.2,1,0.168,1,0.136,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",2,-0.019575679910418427,0.14984960007184162,0.268,1,0.268,1,0.268,1,0.136,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",3,0.484276027264689,0.8111572506282656,inf,0,inf,0,inf,0,0.136,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",4,0.05777301401670024,0.2801557775149646,0.459,1,0.459,1,0.459,1,0.136,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",5,-0.011070268498967493,0.18686020394407024,0.464,1,0.464,1,0.264,1,0.136,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",6,-0.0026095258979873183,0.2954941998982575,0.296,1,0.296,1,0.2,1,0.136,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",7,0.16927926382551647,0.43029538585576077,0.2,1,0.2,1,0.2,1,0.168,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",8,0.3102526834496861,0.3725702692620016,0.3,1,0.236,1,0.236,1,0.104,1
7,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4747, 0.4747, 0.5399, 0.6142]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0125, 1.0125, 1.1517, 1.3101]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.468, 2.468, 2.8073, 3.1933]",9,0.04247293658205787,0.2910514616967219,0.817,1,0.817,1,0.232,1,0.136,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",0,0.020950938504547073,0.27138022574153375,0.464,1,0.464,1,0.464,1,0.104,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",1,-0.009362175188741448,0.46090156037937735,0.622,1,0.622,1,0.622,1,0.136,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",2,-0.04628826541529144,0.14719308719023633,0.383,1,0.383,1,0.232,1,0.136,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",3,0.02752503879561409,0.11876220731036816,0.236,1,0.236,1,0.104,1,0.104,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",4,0.10074064478983448,0.27935278703670297,0.545,1,0.2,1,0.2,1,0.168,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",5,-0.02090595155473294,0.13480135862505693,0.2,1,0.2,1,0.2,1,0.168,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",6,-0.0022375875320293013,0.3254964167058008,0.2,1,0.2,1,0.2,1,0.168,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",7,-0.006781797456574968,0.13867832322307333,0.2,1,0.2,1,0.2,1,0.168,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",8,0.026654589152836958,0.17022347531259596,0.2,1,0.2,1,0.2,1,0.168,1
8,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5379, 0.5379, 0.5648, 0.5931]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.0625, 1.0625, 1.1156, 1.1714]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.8262, 1.8262, 1.9175, 2.0134]",9,0.022644435311188735,0.2847023298277352,0.2,1,0.2,1,0.2,1,0.168,1
9,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5913, 0.5913, 0.6689, 0.7567]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.9594, 1.9594, 2.2166, 2.5077]",0,0.02061488269616982,0.29979443732127103,0.587,1,0.383,1,0.296,1,0.104,1
9,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5913, 0.5913, 0.6689, 0.7567]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.9594, 1.9594, 2.2166, 2.5077]",1,-0.04511699339388924,0.08572370295343676,0.172,1,0.104,1,0.104,1,0.104,1
9,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5913, 0.5913, 0.6689, 0.7567]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.9594, 1.9594, 2.2166, 2.5077]",2,-0.0,0.35190657736966446,0.204,1,0.204,1,0.136,1,0.104,1
9,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5913, 0.5913, 0.6689, 0.7567]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.9594, 1.9594, 2.2166, 2.5077]",3,-0.03404228032751139,0.09790723057399242,0.204,1,0.204,1,0.136,1,0.136,1
9,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5913, 0.5913, 0.6689, 0.7567]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.9594, 1.9594, 2.2166, 2.5077]",4,-0.025358791219071985,0.0987455047226898,0.204,1,0.204,1,0.136,1,0.104,1
9,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5913, 0.5913, 0.6689, 0.7567]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.1, 1.1, 1.2444, 1.4078]","[0.9, 0.9, 0.9, 0.9]",600,3,"[1.9594, 1.9594, 2.2166, 2.5077]",5,-0.035442736230355494,0.08916633068219981,0.296,1,0.2,1,0.136,1,0.104,1
