DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,order_cost,mat_to_prod,process_cost,num_material,salvage_price,poi_mean,sales_price,material_cost,purchase_yield,total_budget,num_product,recourse_cost,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",1,0.020824242438749897,0.3121115156497871,0.621,1,0.621,1,0.54,1,0.264,1
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",2,0.035989399705161594,0.2792015056119528,0.461,1,0.461,1,0.338,1,0.296,1
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",3,0.020941820172053115,0.2774866736714617,0.672,1,0.622,1,0.296,1,0.232,1
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",4,-0.007081860268173485,0.23774720983324982,0.458,1,0.418,1,0.338,1,0.264,1
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",5,0.7329609292335,0.366456427272765,0.504,1,0.504,1,0.504,1,0.264,1
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",6,0.06418992488331826,0.3167869081229466,0.338,1,0.338,1,0.296,1,0.232,1
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",7,-0.011777774370301065,0.30765037327928124,0.925,1,0.779,1,0.464,1,0.264,1
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",8,0.3420430245143561,0.412763886652436,0.5,1,0.5,1,0.5,1,0.232,1
2,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.496, 0.496, 0.5394, 0.5866]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.15, 1.15, 1.2506, 1.3601]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.7672, 2.7672, 3.0093, 3.2726]",9,0.048431713735111265,0.26025388332101596,0.545,1,0.338,1,0.338,1,0.296,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",0,0.8202309062853609,0.32209624247242813,0.72,1,0.72,1,0.581,1,0.232,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",1,-0.031649167764260654,0.29323780865693744,0.5,1,0.5,1,0.419,1,0.379,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",2,-0.045114211148313384,0.2099860215962891,0.419,1,0.338,1,0.338,1,0.264,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",3,1.1389001353975345,0.7676538672076607,0.501,1,0.501,1,0.379,1,0.264,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",4,0.42180860813920024,0.5368272325970233,0.465,1,0.465,1,0.424,1,0.264,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",5,-0.01600812850941492,0.3357176166689574,0.378,1,0.338,1,0.338,1,0.264,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",6,-0.010252186758861838,0.21918866465679374,0.379,1,0.379,1,0.296,1,0.232,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",7,0.01790269247612098,0.33825265617362815,0.379,1,0.379,1,0.379,1,0.264,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",8,-0.02375694513683434,0.2329662115941635,0.465,1,0.379,1,0.379,1,0.232,1
3,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.4933, 0.4933, 0.5797, 0.6811]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.025, 1.025, 1.2044, 1.4151]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.5625, 2.5625, 3.0109, 3.5379]",9,0.0010985296749107317,0.30598407996033467,0.428,1,0.428,1,0.428,1,0.268,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",0,-0.009173788737186722,0.13307784306532386,0.338,1,0.2,1,0.2,1,0.136,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",1,-0.027015079550348976,0.34347677822303924,0.546,1,0.546,1,0.546,1,0.104,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",2,-0.049090547402598404,0.10499754832323165,0.2,1,0.2,1,0.2,1,0.104,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",3,1.2576629295149673,0.48062782937008103,0.2,1,0.2,1,0.2,1,0.136,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",4,0.0064207408904728485,0.14020115027498706,0.338,1,0.232,1,0.2,1,0.104,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",5,0.0026306271588502884,0.4307241925490488,0.773,1,0.383,1,0.204,1,0.104,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",6,-0.005016983512376372,0.15933050140880878,0.514,1,0.346,1,0.204,1,0.104,1
4,True,0.1,0.8,4,0.5,4,True,True,0.1,"[20, 20, 20, 20]",1000,20,"[[1, 2, 1, 3], [1, 1, 3, 1], [2, 0, 4, 1]]","[0.1, 0.1, 0.1]",4,"[0.5215, 0.5215, 0.5248, 0.5281]","[15.0, 15.0, 15.0]","[12.0, 12.0, 12.0]","[1.175, 1.175, 1.1824, 1.1899]","[0.9, 0.9, 0.9, 0.9]",600,3,"[2.3133, 2.3133, 2.3279, 2.3425]",7,-0.02212709558695345,0.1595627154826858,0.379,1,0.264,1,0.264,1,0.104,1
