DesignPt#,crn_across_solns,sample_size,initial_solution,budget,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N),Initial Solution,Initial Objective Function Value,Optimal Solution,Optimal Objective Function Value
0,True,10,"(2.0, 2.0)",1000,0,-0.01894519374194559,0.0042058550305386945,0.03,1,0.03,1,0.03,1,0.02,1,"(2.0, 2.0)",6.8593659544491405,"(0.2115, -0.0843)",-0.14434364823270307
0,True,10,"(2.0, 2.0)",1000,1,-0.023599859418603684,0.0008861936363496158,0.02,1,0.02,1,0.02,1,0.02,1,"(2.0, 2.0)",7.1517626448740295,"(-0.0943, 0.0865)",-0.1798075993658507
0,True,10,"(2.0, 2.0)",1000,2,-0.024519995708713663,0.012198174301044331,0.05,1,0.05,1,0.04,1,0.02,1,"(2.0, 2.0)",7.716955603613109,"(0.0047, -0.0967)",-0.1868181283050042
0,True,10,"(2.0, 2.0)",1000,3,-0.025332809882267816,0.006796991914541998,0.03,1,0.03,1,0.03,1,0.03,1,"(2.0, 2.0)",8.72259339570628,"(0.0551, -0.012)",-0.1930109688082023
0,True,10,"(2.0, 2.0)",1000,4,-0.025511580355050325,0.0069168173956989515,0.05,1,0.05,1,0.05,1,0.02,1,"(2.0, 2.0)",6.848940432973292,"(-0.0411, -0.0111)",-0.19437302308905033
