DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,poi_mean,material_cost,purchase_yield,process_cost,mat_to_prod,sales_price,salvage_price,num_material,order_cost,total_budget,num_product,recourse_cost,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",0,0.0033156458405682633,0.18053630345575603,0.674,1,0.544,1,0.136,1,0.104,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",1,0.08175322213347842,0.19215526623189835,0.54,1,0.296,1,0.296,1,0.104,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",2,0.057430385544754214,0.37489420985421784,inf,0,0.2,1,0.2,1,0.136,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",3,0.22771356456261102,0.45243540195826704,inf,0,inf,0,0.136,1,0.104,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",4,0.05223450489969779,0.20486399064600258,0.821,1,0.543,1,0.296,1,0.104,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",5,1.0322950870293712,0.698098781024056,inf,0,0.542,1,0.2,1,0.104,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",6,0.013618049024864746,0.15853798287988463,0.51,1,0.232,1,0.232,1,0.104,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",7,0.05865999091977272,0.22011572271732738,inf,0,0.622,1,0.379,1,0.136,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",8,0.06428500183030691,0.15838552436757686,0.504,1,0.2,1,0.2,1,0.104,1
4,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",9,0.009641210156622728,0.18705519872481358,0.626,1,0.501,1,0.296,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",0,1.5055531725536708,0.8630913614393023,inf,0,0.232,1,0.232,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",1,7.45488287317934e-05,0.1393373289416826,0.342,1,0.342,1,0.2,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",2,0.6953956311447932,0.20274632656225655,0.383,1,0.232,1,0.232,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",3,0.035368743312315994,0.18181055767561824,0.626,1,0.268,1,0.268,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",4,0.011969833077325043,0.16787972521016112,0.46,1,0.232,1,0.232,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",5,0.03211438750421363,0.1251109052312781,0.2,1,0.2,1,0.2,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",6,1.1352726779276066,0.664522124064322,inf,0,0.2,1,0.2,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",7,0.025825420421844884,0.17873180264031863,0.338,1,0.338,1,0.338,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",8,0.2525013576757316,0.23336425243780545,0.721,1,0.379,1,0.2,1,0.104,1
5,True,0.125,0.6,2.75,0.725,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",9,0.022000877214851503,0.19473314583955847,0.465,1,0.465,1,0.465,1,0.104,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",0,0.004758388666690022,0.2194348152919366,0.464,1,0.379,1,0.338,1,0.2,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",1,0.0006970440172080804,0.2189577379675354,0.418,1,0.378,1,0.338,1,0.232,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",2,0.002679589367130594,0.21944861857688402,0.378,1,0.378,1,0.338,1,0.232,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",3,0.02430850150238702,0.22783069093282143,0.418,1,0.378,1,0.338,1,0.232,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",4,0.011562502729500131,0.22312534575962198,0.379,1,0.379,1,0.338,1,0.232,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",5,0.005946982077295585,0.21424256815519932,0.419,1,0.379,1,0.338,1,0.2,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",6,0.00793263677695016,0.2309101103251534,0.418,1,0.378,1,0.338,1,0.232,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",7,0.02437858465021528,0.22510768960577762,0.378,1,0.378,1,0.338,1,0.2,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",8,0.008448466577303382,0.2239719046684464,0.379,1,0.379,1,0.338,1,0.232,1
6,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.925, 1.11, 1.332, 1.5984]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4394, 0.5272, 0.6327, 0.7592]",4,0,600,3,"[2.1391, 2.5669, 3.0803, 3.6963]",9,0.01683398671595708,0.230831766362524,0.419,1,0.379,1,0.338,1,0.232,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",0,0.0024064323869070117,0.22101402055816913,0.418,1,0.378,1,0.338,1,0.2,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",1,0.0017646943491015003,0.22095564030378495,0.418,1,0.378,1,0.338,1,0.232,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",2,0.0054879704337303225,0.21806719170900754,0.379,1,0.379,1,0.338,1,0.2,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",3,0.029359343612137035,0.23384016089164186,0.418,1,0.378,1,0.338,1,0.2,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",4,0.00905778433658397,0.23918168993604955,0.499,1,0.459,1,0.379,1,0.2,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",5,0.017041500156996778,0.22201371240324672,0.379,1,0.379,1,0.338,1,0.2,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",6,0.005655686577104,0.23113018981623545,0.459,1,0.419,1,0.379,1,0.2,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",7,0.01610146937769151,0.22914668837796554,0.378,1,0.378,1,0.338,1,0.2,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",8,0.011974718333519341,0.22212673904162458,0.379,1,0.379,1,0.338,1,0.232,1
7,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.825, 0.8662, 0.9096, 0.955]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.4228, 0.444, 0.4662, 0.4895]",4,0,600,3,"[1.9594, 2.0573, 2.1602, 2.2682]",9,0.01371064653106999,0.2325975630741824,0.464,1,0.379,1,0.338,1,0.232,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",0,0.0032571477760854036,0.253255264696437,0.579,1,0.499,1,0.419,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",1,0.001922705548741719,0.2118107506265413,0.378,1,0.378,1,0.338,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",2,0.003980111387232744,0.20976389271218673,0.378,1,0.338,1,0.296,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",3,0.02488066316989914,0.22639097642679934,0.418,1,0.378,1,0.338,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",4,0.035718534418944445,0.23214442085406317,0.378,1,0.338,1,0.296,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",5,0.027514290439928788,0.23147550954866924,0.503,1,0.338,1,0.296,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",6,0.010209964851230968,0.21220673069833856,0.379,1,0.338,1,0.296,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",7,0.037370676519499345,0.2278677030348576,0.378,1,0.338,1,0.296,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",8,0.00475311148861883,0.21661743352809684,0.459,1,0.338,1,0.296,1,0.2,1
8,True,0.15,0.675,1.125,0.6,4,True,True,0.1,"[20, 20, 20, 20]",1000,"[20, 25, 15]","[0.85, 0.9244, 1.0053, 1.0932]","[1, 1, 1, 1]","[0.1, 0.1, 0.1]","[[1, 1, 1, 0], [1, 2, 2, 0], [0, 0, 3, 3]]","[6, 12, 20]","[0.3825, 0.416, 0.4524, 0.4919]",4,0,600,3,"[1.3281, 1.4443, 1.5707, 1.7082]",9,0.015306138419023816,0.22729537648998205,0.418,1,0.378,1,0.338,1,0.2,1
