DesignPt#,sample_size,purchase_price,sales_price,salvage_price,order_quantity,Burr_c,Burr_k,MacroRep#,Area Under Progress Curve,Solve Time
10,28,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,9,0.04415231055423914,0.084
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,0,0.31834746961028443,0.297
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,1,0.6284538064681823,inf
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,2,0.24329699189837062,0.189
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,3,0.23670828854119974,0.324
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,4,-0.010736586790343712,0.162
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,5,0.25425807404128553,inf
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,6,0.05816802739085495,0.108
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,7,0.08265536687114652,0.054
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,8,0.0959301280905495,0.189
11,27,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,9,0.32508428254693533,0.54
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,0,0.3019545225051265,0.275
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,1,0.6173164708203109,inf
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,2,0.13692936807150785,0.075
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,3,0.16207995594979147,0.15
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,4,-0.03590928552943476,0.05
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,5,0.21515427038494317,inf
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,6,0.04511736580766021,0.1
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,7,0.11294539322601892,0.175
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,8,0.09648770643213304,0.15
12,25,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,9,0.06875280406297113,0.05
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,0,0.1870758953193171,0.121
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,1,0.44762381323179984,inf
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,2,0.17639538265525195,inf
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,3,0.02412487436965441,0.209
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,4,-0.03429225577227045,0.143
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,5,0.19193436105319103,inf
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,6,-0.013760863781163724,0.088
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,7,0.1363702708117918,0.319
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,8,0.03444697205492489,0.022
13,11,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,9,0.05604913782451086,0.055
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,0,0.34715465634371684,0.055
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,1,0.4963902875096516,inf
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,2,0.24621315151897102,inf
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,3,0.28605484678871745,inf
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,4,-0.1326804181205622,0.035
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,5,0.2877640697930218,inf
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,6,0.0016791961921165544,0.01
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,7,0.06688309495679062,0.06
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,8,0.509781528825196,inf
14,5,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,9,-0.04554216633181375,0.02
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,0,0.2117933134267574,0.154
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,1,0.46591733130853347,inf
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,2,0.24189644462657145,0.168
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,3,0.10587727304496874,0.182
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,4,-0.13142092082619186,0.056
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,5,0.27091695034606234,inf
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,6,0.000218952461971394,0.056
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,7,0.19021510020709193,0.35
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,8,0.004312722161495495,0.042
15,14,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,9,0.04077983177243225,0.266
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,0,0.22818626053191543,0.176
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,1,0.5757769237973658,inf
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,2,0.20120549851588393,0.48
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,3,0.09521134983021062,0.112
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,4,-0.0756267665296842,0.08
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,5,0.20942180150451242,inf
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,6,-0.00969820869403339,0.128
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,7,0.21833078991828997,0.32
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,8,0.19857861177404157,0.416
16,16,5.0,9.0,1.0,0.26028737138234254,2.0,20.0,9,0.010269641667158573,0.032
